% van drivers killed and seat belt law in Great Britain \section 14.2
12	   0  
 6	   0  
12	   0  
 8	   0  
10	   0  
13	   0  
11	   0  
 6	   0  
10	   0  
16	   0  
13	   0  
14	   0  
14	   0  
 6	   0  
 8	   0  
11	   0  
 7	   0  
13	   0  
13	   0  
11	   0  
11	   0  
14	   0  
16	   0  
14	   0  
17	   0  
16	   0  
15	   0  
13	   0  
13	   0  
15	   0  
12	   0  
 6	   0  
 9	   0  
13	   0  
14	   0  
15	   0  
14	   0  
 3	   0  
12	   0  
13	   0  
12	   0  
 8	   0  
 8	   0  
15	   0  
 8	   0  
 5	   0  
17	   0  
14	   0  
13	   0  
 5	   0  
 8	   0  
 5	   0  
12	   0  
11	   0  
13	   0  
15	   0  
11	   0  
11	   0  
10	   0  
13	   0  
 8	   0  
 6	   0  
 8	   0  
14	   0  
12	   0  
14	   0  
13	   0  
 9	   0  
 4	   0  
13	   0  
 6	   0  
15	   0  
12	   0  
16	   0  
 7	   0  
12	   0  
10	   0  
 9	   0  
 9	   0  
 6	   0  
 7	   0  
13	   0  
14	   0  
13	   0  
14	   0  
11	   0  
11	   0  
10	   0  
 4	   0  
 8	   0  
 9	   0  
10	   0  
10	   0  
 5	   0  
13	   0  
12	   0  
10	   0  
 9	   0  
 7	   0  
 5	   0  
10	   0  
 5	   0  
 6	   0  
 8	   0  
 6	   0  
12	   0  
15	   0  
 7	   0  
14	   0  
 4	   0  
10	   0  
 8	   0  
 7	   0  
11	   0  
 3	   0  
 5	   0  
11	   0  
10	   0  
10	   0  
 7	   0  
10	   0  
11	   0  
 9	   0  
 7	   0  
 8	   0  
13	   0  
 8	   0  
 5	   0  
 8	   0  
 7	   0  
12	   0  
10	   0  
 7	   0  
 4	   0  
10	   0  
 4	   0  
 8	   0  
 8	   0  
 7	   0  
10	   0  
 8	   0  
14	   0  
 8	   0  
 9	   0  
 8	   0  
 6	   0  
 7	   0  
 6	   0  
 5	   0  
 4	   0  
 5	   0  
10	   0  
 7	   0  
10	   0  
12	   0  
 7	   0  
 4	   0  
 5	   0  
 6	   0  
 4	   0  
 4	   0  
 8	   0  
 8	   0  
 3	   0  
 7	   0  
12	   0  
 2	   0  
 7	   0  
 8	   0  
 3	   1  
 2	   1  
 6	   1  
 3	   1  
 7	   1  
 6	   1  
 8	   1  
 8	   1  
 4	   1  
 3	   1  
 5	   1  
 5	   1  
 3	   1  
 4	   1  
 3	   1  
 6	   1  
 6	   1  
 7	   1  
 5	   1  
 7	   1  
 7	   1  
 4	   1  
 7	   1  
